ID,BOM_PAGADOR,BOM,GENERO,TEM_CARRO,IMOVEL_PROPRIO,N_FILHOS,RENDIMENTO_ANUAL,CAT_RENDA,ESCOLARIDADE,ESTADO_CIVIL,TIPO_RESIDENCIA,TEM_TELEFONE_FIXO,OCUPACAO,TAM_FAMILIA,IDADE,ANOS_EMPREGO
5038883,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038884,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038886,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038887,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038888,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038889,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038890,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038891,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038893,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038894,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038895,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038896,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038897,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038898,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038899,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038900,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,63,-1000
5038903,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038904,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038906,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038907,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038908,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038909,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038910,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038911,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038914,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038915,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038917,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038918,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038919,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038920,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038921,1.0,1,F,0,1,1,135000.0,Associado comercial,Ensino medio,Casado,mora com os pais,0,construcao civil,3.0,31,7
5038925,1.0,1,F,1,1,1,135000.0,Associado comercial,Superior incompleto,Separado,Casa/apartamento,0,Outro,2.0,29,7
5038932,1.0,1,F,0,1,0,94500.0,Associado comercial,Ensino superior,Separado,Casa/apartamento,1,Medico,1.0,40,18
5038933,1.0,1,F,0,1,0,94500.0,Associado comercial,Ensino superior,Separado,Casa/apartamento,1,Medico,1.0,40,18
5038937,1.0,1,F,0,1,0,225000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,1,Outro,1.0,58,14
5038938,1.0,1,F,0,1,0,225000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,1,Outro,1.0,58,14
5038939,1.0,1,F,0,1,0,225000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,1,Outro,1.0,58,14
5041051,1.0,1,F,0,1,0,225000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,61,-1000
5041052,1.0,1,F,0,1,0,225000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,61,-1000
5041053,1.0,1,F,0,1,0,225000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,61,-1000
5041054,1.0,1,F,0,1,0,225000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,61,-1000
5041055,1.0,1,F,0,1,0,225000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,61,-1000
5041056,1.0,1,F,0,1,0,225000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,61,-1000
5041057,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,3.0,47,5
5041058,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,3.0,47,5
5041059,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,3.0,47,5
5041060,1.0,1,F,0,1,1,135000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,construcao civil,3.0,47,5
5041061,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041062,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041063,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041064,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041065,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041066,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041067,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041068,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041069,1.0,1,F,0,1,0,103500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,Vendas,1.0,48,6
5041071,1.0,1,F,0,0,0,112500.0,Servidor do Estado,Ensino medio,Solteiro,mora com os pais,0,Seguranca,1.0,30,5
5041072,1.0,1,F,0,0,0,112500.0,Servidor do Estado,Ensino medio,Solteiro,mora com os pais,0,Seguranca,1.0,30,5
5041073,0.9791666666666666,0,F,0,1,0,67500.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,construcao civil,2.0,50,1
5041076,1.0,1,F,0,0,3,112500.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,construcao civil,5.0,34,9
5041077,1.0,1,F,0,0,3,112500.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,construcao civil,5.0,34,9
5041081,1.0,1,F,0,0,3,112500.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,0,construcao civil,5.0,34,9
5041086,1.0,1,M,1,1,0,189000.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,1,Motorista,2.0,52,1
5041089,1.0,1,M,1,1,0,189000.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,1,Motorista,2.0,52,1
5041090,1.0,1,M,1,1,0,189000.0,Trabalhando,Ensino superior,Casado,Casa/apartamento,1,Motorista,2.0,52,1
5041099,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041100,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041101,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041102,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041103,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041104,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041105,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041106,1.0,1,F,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,59,-1000
5041107,1.0,1,F,0,0,0,117000.0,Pensionista,Ensino medio,Viúvo,Casa/apartamento,0,Outro,1.0,64,-1000
5041108,1.0,1,F,0,0,0,117000.0,Pensionista,Ensino medio,Viúvo,Casa/apartamento,0,Outro,1.0,64,-1000
5041109,1.0,1,F,0,0,0,117000.0,Pensionista,Ensino medio,Viúvo,Casa/apartamento,0,Outro,1.0,64,-1000
5041110,1.0,1,F,0,0,0,117000.0,Pensionista,Ensino medio,Viúvo,Casa/apartamento,0,Outro,1.0,64,-1000
5041111,1.0,1,M,1,1,0,405000.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,1,construcao civil,1.0,51,10
5041112,1.0,1,M,1,1,0,405000.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,1,construcao civil,1.0,51,10
5041113,1.0,1,M,1,1,0,405000.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,1,construcao civil,1.0,51,10
5041114,1.0,1,M,1,1,0,405000.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,1,construcao civil,1.0,51,10
5041115,1.0,1,M,1,1,0,405000.0,Associado comercial,Ensino medio,Solteiro,Casa/apartamento,1,construcao civil,1.0,51,10
5041116,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041117,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041118,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041121,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041123,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041124,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041125,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041126,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041127,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041128,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041129,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041130,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041131,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041132,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041133,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041134,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041135,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041136,1.0,1,F,0,1,0,225000.0,Associado comercial,Ensino superior,Solteiro,Casa/apartamento,0,Lider de equipe,1.0,47,2
5041137,1.0,1,F,0,1,0,157500.0,Servidor do Estado,Superior incompleto,Uniao estavel,Casa/apartamento,0,Lider de equipe,2.0,29,3
5041138,1.0,1,F,0,1,0,157500.0,Servidor do Estado,Superior incompleto,Uniao estavel,Casa/apartamento,0,Lider de equipe,2.0,29,3
5041139,1.0,1,F,0,1,0,157500.0,Servidor do Estado,Superior incompleto,Uniao estavel,Casa/apartamento,0,Lider de equipe,2.0,29,3
5041140,1.0,1,F,0,1,0,157500.0,Servidor do Estado,Superior incompleto,Uniao estavel,Casa/apartamento,0,Lider de equipe,2.0,29,3
5041141,1.0,1,F,0,1,0,157500.0,Servidor do Estado,Superior incompleto,Uniao estavel,Casa/apartamento,0,Lider de equipe,2.0,29,3
5041142,1.0,1,F,0,1,0,157500.0,Servidor do Estado,Superior incompleto,Uniao estavel,Casa/apartamento,0,Lider de equipe,2.0,29,3
5041147,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,64,-1000
5041148,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Uniao estavel,Casa/apartamento,0,Outro,2.0,64,-1000
5041152,1.0,1,F,0,1,0,121500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041153,1.0,1,F,0,1,0,121500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041154,1.0,1,F,0,1,0,121500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041157,1.0,1,F,0,1,0,121500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041158,1.0,1,F,0,1,0,121500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041160,1.0,1,M,1,1,1,157500.0,Associado comercial,Ensino medio,Casado,Casa/apartamento,1,Motorista,3.0,40,12
5041162,1.0,1,M,1,1,1,157500.0,Associado comercial,Ensino medio,Casado,Casa/apartamento,1,Motorista,3.0,40,12
5041163,1.0,1,M,1,1,1,157500.0,Associado comercial,Ensino medio,Casado,Casa/apartamento,1,Motorista,3.0,40,12
5041164,1.0,1,M,1,1,1,157500.0,Associado comercial,Ensino medio,Casado,Casa/apartamento,1,Motorista,3.0,40,12
5041165,1.0,1,F,0,1,0,108000.0,Associado comercial,Ensino medio,Uniao estavel,Casa/apartamento,0,Vendas,2.0,34,7
5041167,1.0,1,F,0,1,0,108000.0,Associado comercial,Ensino medio,Uniao estavel,Casa/apartamento,0,Vendas,2.0,34,7
5041168,1.0,1,F,0,1,0,108000.0,Associado comercial,Ensino medio,Uniao estavel,Casa/apartamento,0,Vendas,2.0,34,7
5041169,1.0,1,F,0,1,0,108000.0,Associado comercial,Ensino medio,Uniao estavel,Casa/apartamento,0,Vendas,2.0,34,7
5041170,1.0,1,F,0,1,0,108000.0,Associado comercial,Ensino medio,Uniao estavel,Casa/apartamento,0,Vendas,2.0,34,7
5041171,1.0,1,F,0,1,0,108000.0,Associado comercial,Ensino medio,Uniao estavel,Casa/apartamento,0,Vendas,2.0,34,7
5041173,1.0,1,M,1,1,1,225000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,0,Gerente,3.0,52,2
5041174,1.0,1,F,0,1,1,180000.0,Trabalhando,Superior incompleto,Casado,moradia publica,1,Lider de equipe,3.0,30,1
5041175,0.6486486486486487,0,F,0,1,1,180000.0,Trabalhando,Superior incompleto,Casado,moradia publica,1,Lider de equipe,3.0,30,1
5041176,1.0,1,F,1,1,0,153000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,61,-1000
5041177,1.0,1,F,1,1,0,382500.0,Associado comercial,Ensino superior,Casado,Casa/apartamento,1,Gerente,2.0,55,18
5041178,1.0,1,F,1,1,0,382500.0,Associado comercial,Ensino superior,Casado,Casa/apartamento,1,Gerente,2.0,55,18
5041179,1.0,1,F,1,1,0,382500.0,Associado comercial,Ensino superior,Casado,Casa/apartamento,1,Gerente,2.0,55,18
5041180,1.0,1,F,1,1,0,382500.0,Associado comercial,Ensino superior,Casado,Casa/apartamento,1,Gerente,2.0,55,18
5041181,1.0,1,F,1,1,0,382500.0,Associado comercial,Ensino superior,Casado,Casa/apartamento,1,Gerente,2.0,55,18
5041203,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041204,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041205,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041207,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041208,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041209,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041210,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041211,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041212,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041213,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041214,1.0,1,F,0,1,0,180000.0,Trabalhando,Ensino superior,Viúvo,Casa/apartamento,0,Secretario,1.0,64,6
5041216,1.0,1,M,0,1,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,construcao civil,1.0,30,1
5041220,1.0,1,M,0,1,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,construcao civil,1.0,30,1
5041221,1.0,1,M,0,1,0,270000.0,Trabalhando,Ensino medio,Solteiro,Casa/apartamento,0,construcao civil,1.0,30,1
5041223,1.0,1,F,0,1,0,81000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Medico,2.0,47,29
5041226,1.0,1,F,0,1,0,81000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Medico,2.0,47,29
5041227,1.0,1,F,0,1,0,81000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Medico,2.0,47,29
5041228,1.0,1,F,0,1,0,81000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Medico,2.0,47,29
5041229,1.0,1,F,0,1,0,81000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Medico,2.0,47,29
5041230,1.0,1,F,0,1,0,81000.0,Trabalhando,Ensino medio,Casado,Casa/apartamento,1,Medico,2.0,47,29
5041233,1.0,1,M,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,62,-1000
5041239,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041240,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041241,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041242,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041243,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,56,-1000
5041245,1.0,1,F,0,1,0,126000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,67,-1000
5041247,1.0,1,F,0,1,0,126000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,67,-1000
5041258,1.0,1,F,0,1,0,67500.0,Pensionista,Ensino medio,Viúvo,Casa/apartamento,0,Outro,1.0,69,-1000
5041259,1.0,1,F,0,1,0,157500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5041260,1.0,1,F,0,1,0,157500.0,Pensionista,Ensino medio,Casado,Casa/apartamento,0,Outro,2.0,63,-1000
5041261,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041263,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041264,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041265,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041266,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041267,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041268,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041269,1.0,1,F,0,1,0,99000.0,Servidor do Estado,Ensino superior,Casado,Casa/apartamento,1,construcao civil,2.0,51,23
5041270,1.0,1,M,0,1,0,445500.0,Associado comercial,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,53,7
5041271,1.0,1,M,0,1,0,445500.0,Associado comercial,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,53,7
5041272,1.0,1,M,0,1,0,445500.0,Associado comercial,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,53,7
5041273,1.0,1,M,0,1,0,445500.0,Associado comercial,Ensino superior,Separado,Casa/apartamento,0,Outro,1.0,53,7
5041276,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041277,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041278,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041279,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041280,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041281,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041282,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041283,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041284,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041285,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041286,1.0,1,F,0,1,0,90000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,56,-1000
5041295,1.0,1,F,0,1,1,180000.0,Associado comercial,Superior incompleto,Casado,Casa/apartamento,1,Lider tech,3.0,34,4
5041298,1.0,1,F,0,1,1,180000.0,Associado comercial,Superior incompleto,Casado,Casa/apartamento,1,Lider tech,3.0,34,4
5041302,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,64,-1000
5041303,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,64,-1000
5041304,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,64,-1000
5041305,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,64,-1000
5041307,1.0,1,F,1,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa/apartamento,1,Outro,2.0,64,-1000
5041320,1.0,1,F,0,0,0,157500.0,Trabalhando,Ensino superior,Solteiro,Apartamento comercial,0,construcao civil,1.0,52,9
5041323,1.0,1,F,0,0,0,157500.0,Trabalhando,Ensino superior,Solteiro,Apartamento comercial,0,construcao civil,1.0,52,9
5041324,1.0,1,F,0,0,0,157500.0,Trabalhando,Ensino superior,Solteiro,Apartamento comercial,0,construcao civil,1.0,52,9
5041325,1.0,1,F,0,1,0,202500.0,Associado comercial,Ensino medio,Viúvo,moradia publica,1,Limpeza,1.0,64,19
5041326,1.0,1,F,0,1,0,202500.0,Associado comercial,Ensino medio,Viúvo,moradia publica,1,Limpeza,1.0,64,19
5041327,1.0,1,F,0,1,0,202500.0,Associado comercial,Ensino medio,Viúvo,moradia publica,1,Limpeza,1.0,64,19
5041329,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5041330,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5041331,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5041332,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5041333,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5041334,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5041335,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
5041336,1.0,1,F,0,1,0,135000.0,Pensionista,Ensino medio,Separado,Casa/apartamento,0,Outro,1.0,57,-1000
